URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context (4),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Has type,Temporal Coverage,Spot Date End,Spot Date Start,Spot Date End Suffix,Spot Date Start Suffix,Spot Date Ceramic Class
"http://opencontext.org/subjects/a75b009f-6051-4e33-9988-17b8281fddec","false","SD 3582","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1162","http://opencontext.org/subjects/98014789-c3a6-48c6-9da8-8598d1c026eb","41.88768286105927","12.719540897587173","-180","-100","Pottery","2017-06-04T23:42:32Z","2018-01-31T08:15:48Z","","Roman Republican; Roman Imperial","100","180","BC","BC","Black Gloss"
"http://opencontext.org/subjects/8573c030-fbe5-4b44-98df-f4c1bc35beb0","false","SD 90","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1384","http://opencontext.org/subjects/4919839f-17b6-4e2b-aad6-91a32044020f","41.887663003612595","12.719609315107887","1","1","Pottery","2017-06-04T23:43:25Z","2018-01-31T08:17:52Z","","Roman Republican; Roman Imperial","0","0","AD","AD","Black Gloss"
"http://opencontext.org/subjects/c66c02ab-dcc8-4c21-abe3-abf64e46f219","false","SD 286","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1306","http://opencontext.org/subjects/b3c35176-26a4-48a9-933f-5f75bd0aef5b","41.887803079635084","12.719541477216014","-200","-150","Pottery","2017-06-04T23:42:22Z","2018-01-31T08:31:24Z","","Roman Republican; Roman Imperial","150","200","BC","BC","Black Gloss"
"http://opencontext.org/subjects/f8d512f5-3517-4f51-88cd-10d984696602","false","SD 3697","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-190","-50","Pottery","2017-06-04T23:42:17Z","2018-01-31T08:30:44Z","","Roman Republican; Roman Imperial","50","190","BC","BC","Black Gloss"
"http://opencontext.org/subjects/6ded1b1d-67d0-4e05-8648-3339069ca54b","false","SD 285","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1306","http://opencontext.org/subjects/b3c35176-26a4-48a9-933f-5f75bd0aef5b","41.887803079635084","12.719541477216014","1","125","Pottery","2017-06-04T23:42:22Z","2018-01-31T08:31:24Z","","Roman Republican; Roman Imperial","125","1","AD","AD","Commonware"
"http://opencontext.org/subjects/f8775fef-1bce-4011-8451-dbbb3d726b3a","false","SD 1123","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1168","http://opencontext.org/subjects/413e21e7-1b6b-4d87-ba8c-ecb3b8cc36df","41.88777038147023","12.719595671146868","40","70","Pottery","2017-06-04T23:42:14Z","2018-01-31T08:27:46Z","","Roman Republican; Roman Imperial","70","40","AD","AD","Thin Walled"
"http://opencontext.org/subjects/47c916ed-8d6c-46c5-938a-9d4a936376b1","false","SD 1124","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1168","http://opencontext.org/subjects/413e21e7-1b6b-4d87-ba8c-ecb3b8cc36df","41.88777038147023","12.719595671146868","14","60","Pottery","2017-06-04T23:42:14Z","2018-01-31T08:27:47Z","","Roman Republican; Roman Imperial","60","14","AD","AD","Thin Walled"
"http://opencontext.org/subjects/b88ffb5e-32f5-41eb-977b-fdb050d74dc5","false","SD 340","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1423","http://opencontext.org/subjects/43093ff4-f008-449d-90e9-7e359cf8068e","41.887712331655905","12.71964928932922","-177","-100","Pottery","2017-06-04T23:42:15Z","2018-01-31T08:27:18Z","","Roman Republican; Roman Imperial","100","177","BC","BC","Black Gloss"
"http://opencontext.org/subjects/4c5c8013-858b-47e6-b976-bd4e7dacbb19","false","SD 3698","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-200","-150","Pottery","2017-06-04T23:42:19Z","2018-01-31T08:30:44Z","","Roman Republican; Roman Imperial","150","200","BC","BC","Black Gloss"
"http://opencontext.org/subjects/35b95c1d-8b90-4233-be89-adbb3134e95a","false","SD 1119","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1218","http://opencontext.org/subjects/133c956e-e020-4d64-8d6e-6a5e41af8de6","41.887773015463324","12.719607186749668","-100","-75","Pottery","2017-06-04T23:42:46Z","2018-01-31T08:19:17Z","","Roman Republican; Roman Imperial","75","100","BC","BC","Thin Walled"
"http://opencontext.org/subjects/37121409-5926-4acd-8e84-fdfa3ef92618","false","SD 3605","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1203","http://opencontext.org/subjects/fe8d2498-2196-4d21-a4c5-ec34cdb1b34c","41.88769443973379","12.71957211249227","-200","20","Pottery","2017-06-04T23:43:19Z","2018-01-31T08:22:26Z","","Roman Republican; Roman Imperial","20","200","AD","BC","Commonware"
"http://opencontext.org/subjects/68130385-1d74-4aa8-81a4-d8ceff364907","false","SD 258","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1405","http://opencontext.org/subjects/9ecbab87-f046-4636-bb7a-fc6d1e41f4c4","41.887617412634285","12.719655896441656","-310","-265","Pottery","2017-06-04T23:42:24Z","2018-01-31T08:23:17Z","","Roman Republican; Roman Imperial","265","310","BC","BC","Black Gloss"
"http://opencontext.org/subjects/3638b5c1-28b9-4520-9ef3-77f65101500a","false","SD 154","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1422","http://opencontext.org/subjects/6863c93d-3cf5-4f0d-afb0-01b4d3dd141c","41.88768142281143","12.71964004781819","-150","-100","Pottery","2017-06-04T23:42:37Z","2018-01-31T08:27:27Z","","Roman Republican; Roman Imperial","100","150","BC","BC","Black Gloss"
"http://opencontext.org/subjects/fc38b30d-ef10-44c3-997c-96830eac163c","false","SD 1050","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1158","http://opencontext.org/subjects/0281b2b1-930d-41c6-936f-9add56429998","41.88774565602795","12.719642888386941","-200","300","Pottery","2017-06-04T23:42:26Z","2018-01-31T08:31:55Z","","Roman Republican; Roman Imperial","300","200","AD","BC","Thin Walled"
"http://opencontext.org/subjects/5089c9a9-8f07-48dd-b85e-b83731fd2e22","false","SD 1221","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1158","http://opencontext.org/subjects/0281b2b1-930d-41c6-936f-9add56429998","41.88774565602795","12.719642888386941","-200","300","Pottery","2017-06-04T23:42:27Z","2018-01-31T08:31:55Z","","Roman Republican; Roman Imperial","300","200","AD","BC","Thin Walled"
"http://opencontext.org/subjects/b5b4be51-8f9b-498f-aef1-4d400e8d66e2","false","SD 121","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1401","http://opencontext.org/subjects/c4665d9d-dcf8-4a6a-b30b-83a51294f8c1","41.88765930307773","12.71958471545349","1","100","Pottery","2017-06-04T23:42:33Z","2018-01-31T08:19:48Z","","Roman Republican; Roman Imperial","100","1","AD","AD","Thin Walled"
"http://opencontext.org/subjects/384de658-0030-4c8f-8978-bdb6233280be","false","SD 174","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1424","http://opencontext.org/subjects/00dfcb7d-a4f7-42a4-b65d-1b52d30b7953","41.887695713979994","12.719725874119355","-400","-200","Pottery","2017-06-04T23:43:00Z","2018-01-31T08:35:20Z","","Roman Republican; Roman Imperial","200","400","BC","BC","Black Gloss"
"http://opencontext.org/subjects/2a8fd798-a0e1-4cb3-aee4-47376aa76a72","false","SD 175","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1424","http://opencontext.org/subjects/00dfcb7d-a4f7-42a4-b65d-1b52d30b7953","41.887695713979994","12.719725874119355","-100","-50","Pottery","2017-06-04T23:42:59Z","2018-01-31T08:35:21Z","","Roman Republican; Roman Imperial","50","100","BC","BC","Black Gloss"
"http://opencontext.org/subjects/096fcdcf-4164-46ee-8f39-a4cec5d0fe54","false","SD 3684","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1384","http://opencontext.org/subjects/4919839f-17b6-4e2b-aad6-91a32044020f","41.887663003612595","12.719609315107887","-200","-25","Pottery","2017-06-04T23:43:22Z","2018-01-31T08:17:46Z","","Roman Republican; Roman Imperial","25","200","BC","BC","Commonware"
"http://opencontext.org/subjects/de301a38-31dd-435f-8ff9-4db2f6dc9e1e","false","SD 3701","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-350","-200","Pottery","2017-06-04T23:42:16Z","2018-01-31T08:30:45Z","","Roman Republican; Roman Imperial","200","350","BC","BC","Black Gloss"
"http://opencontext.org/subjects/bff826b8-161a-4bc7-8bf7-bd44f4dee5aa","false","SD 257","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1405","http://opencontext.org/subjects/9ecbab87-f046-4636-bb7a-fc6d1e41f4c4","41.887617412634285","12.719655896441656","-305","-200","Pottery","2017-06-04T23:42:24Z","2018-01-31T08:23:16Z","","Roman Republican; Roman Imperial","200","305","BC","BC","Black Gloss"
"http://opencontext.org/subjects/88a1ce14-ca0d-4bbd-8788-828a841a08f3","false","SD 3690","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1384","http://opencontext.org/subjects/4919839f-17b6-4e2b-aad6-91a32044020f","41.887663003612595","12.719609315107887","-400","-100","Pottery","2017-06-04T23:43:25Z","2018-01-31T08:17:48Z","","Roman Republican; Roman Imperial","100","400","BC","BC","Black Gloss"
"http://opencontext.org/subjects/c12122a5-ae68-4605-b770-ab22004524df","false","SD 1122","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1168","http://opencontext.org/subjects/413e21e7-1b6b-4d87-ba8c-ecb3b8cc36df","41.88777038147023","12.719595671146868","75","200","Pottery","2017-06-04T23:42:13Z","2018-01-31T08:27:46Z","","Roman Republican; Roman Imperial","200","75","AD","AD","Roman Red Slip"
"http://opencontext.org/subjects/997a15a4-39ea-4d99-8376-76a94d09cad9","false","SD 3693","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-100","100","Pottery","2017-06-04T23:42:19Z","2018-01-31T08:30:42Z","","Roman Republican; Roman Imperial","100","100","AD","BC","Commonware"
"http://opencontext.org/subjects/ddf1ab9e-7e30-40eb-a685-249679bbbfa2","false","SD 3633","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1222","http://opencontext.org/subjects/919bdaf7-49fe-4293-9fb1-c80d59890733","41.887736984862215","12.719521939487443","-400","-250","Pottery","2017-06-04T23:42:34Z","2018-01-31T08:28:08Z","","Roman Republican; Roman Imperial","250","400","BC","BC","Black Gloss"
"http://opencontext.org/subjects/99deaf8e-56af-4ad5-aef3-45d6f04cd649","false","SD 339","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1423","http://opencontext.org/subjects/43093ff4-f008-449d-90e9-7e359cf8068e","41.887712331655905","12.71964928932922","-200","-150","Pottery","2017-06-04T23:42:16Z","2018-01-31T08:27:18Z","","Roman Republican; Roman Imperial","150","200","BC","BC","Black Gloss"
"http://opencontext.org/subjects/92062082-1b11-4fc4-a97a-dcb330c62120","false","SD 120","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1401","http://opencontext.org/subjects/c4665d9d-dcf8-4a6a-b30b-83a51294f8c1","41.88765930307773","12.71958471545349","-320","-275","Pottery","2017-06-04T23:42:34Z","2018-01-31T08:19:48Z","","Roman Republican; Roman Imperial","275","320","BC","BC","Black Gloss"
"http://opencontext.org/subjects/0137c764-854a-4803-ba2c-486e94870f20","false","SD 3704","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-250","-190","Pottery","2017-06-04T23:42:18Z","2018-01-31T08:30:46Z","","Roman Republican; Roman Imperial","190","250","BC","BC","Black Gloss"
"http://opencontext.org/subjects/535cc53f-dbef-440e-8b67-d161b011ecfb","false","SD 3705","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-300","-200","Pottery","2017-06-04T23:42:19Z","2018-01-31T08:30:46Z","","Roman Republican; Roman Imperial","200","300","BC","BC","Black Gloss"
"http://opencontext.org/subjects/246b8fe7-4eef-4001-96af-a66e3572aa84","false","SD 3619","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1211","http://opencontext.org/subjects/6ce9defe-2c78-4292-ba26-15ede01739d4","41.88771093594529","12.719527360844253","-200","-150","Pottery","2017-06-04T23:42:38Z","2018-01-31T08:24:01Z","","Roman Republican; Roman Imperial","150","200","BC","BC","Black Gloss"
"http://opencontext.org/subjects/c7bea5e9-da19-4f05-9892-8edc817f2e3d","false","SD 3654","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1279","http://opencontext.org/subjects/ba5caaf1-6319-49e9-a7e8-91dde1836789","41.88778368756553","12.719652448529791","-150","-100","Pottery","2017-06-04T23:43:16Z","2018-01-31T08:16:55Z","","Roman Republican; Roman Imperial","100","150","BC","BC","Black Gloss"
"http://opencontext.org/subjects/7baf1773-a22e-411e-96e6-d764e68bd259","false","SD 3635","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1222","http://opencontext.org/subjects/919bdaf7-49fe-4293-9fb1-c80d59890733","41.887736984862215","12.719521939487443","-300","-200","Pottery","2017-06-04T23:42:35Z","2018-01-31T08:28:09Z","","Roman Republican; Roman Imperial","200","300","BC","BC","Black Gloss"
"http://opencontext.org/subjects/68ea1944-e085-4dcd-9714-9ed5550af945","false","SD 3700","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-125","-75","Pottery","2017-06-04T23:42:18Z","2018-01-31T08:30:45Z","","Roman Republican; Roman Imperial","75","125","BC","BC","Black Gloss"
"http://opencontext.org/subjects/c6182531-8a65-4e09-ac21-242454a0081b","false","SD 3702","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1385","http://opencontext.org/subjects/2774e987-5bf3-418c-95fc-3d8f9323546e","41.88773984511231","12.719702821605965","-100","-1","Pottery","2017-06-04T23:42:18Z","2018-01-31T08:30:45Z","","Roman Republican; Roman Imperial","1","100","BC","BC","Commonware"
"http://opencontext.org/subjects/aa90d110-90d1-4cfe-89c9-1bbedee973b9","false","SD 3583","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1162","http://opencontext.org/subjects/98014789-c3a6-48c6-9da8-8598d1c026eb","41.88768286105927","12.719540897587173","-325","-200","Pottery","2017-06-04T23:42:32Z","2018-01-31T08:15:48Z","","Roman Republican; Roman Imperial","200","325","BC","BC","Commonware"
"http://opencontext.org/subjects/b3228a02-091f-4ea2-9623-a197e33f8b22","false","SD 32","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1320","http://opencontext.org/subjects/0a680f58-7903-49db-8481-14dd33a43908","41.887670064319835","12.719599828489242","-300","-200","Pottery","2017-06-04T23:43:11Z","2018-01-31T08:22:36Z","","Roman Republican; Roman Imperial","200","300","BC","BC","Black Gloss"
"http://opencontext.org/subjects/b2288ab4-32c0-4fc8-bd9e-cf90d150b9a6","false","SD 3591","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1173","http://opencontext.org/subjects/3d8a3ffa-2313-418a-aaab-9995f7e1da25","41.88770433349883","12.7195872211076","-330","-270","Pottery","2017-06-04T23:42:31Z","2018-01-31T08:21:01Z","","Roman Republican; Roman Imperial","270","330","BC","BC","Black Gloss"
"http://opencontext.org/subjects/0424ee78-d009-4c37-aa09-9f4801c9de2d","false","SD 3627","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1214","http://opencontext.org/subjects/cbe06289-85f5-4192-90f6-d43fd5adcd73","41.88773999416076","12.719497298971715","-200","-100","Pottery","2017-06-04T23:43:28Z","2018-01-31T08:35:03Z","","Roman Republican; Roman Imperial","100","200","BC","BC","Black Gloss"
"http://opencontext.org/subjects/b2a30f68-b532-439f-a04c-3dbd6de28a09","false","SD 3592","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1173","http://opencontext.org/subjects/3d8a3ffa-2313-418a-aaab-9995f7e1da25","41.88770433349883","12.7195872211076","-300","-200","Pottery","2017-06-04T23:42:31Z","2018-01-31T08:21:01Z","","Roman Republican; Roman Imperial","200","300","BC","BC","Black Gloss"
"http://opencontext.org/subjects/3a37fac9-e8f3-4d61-92b3-a2d4acc213d6","false","SD 103","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1420","http://opencontext.org/subjects/9dfa9fcc-1001-456b-80dd-1dff3098ad85","41.8876673314474","12.719635680795445","-400","-50","Pottery","2017-06-04T23:42:51Z","2018-01-31T08:27:32Z","","Roman Republican; Roman Imperial","50","400","BC","BC","Black Gloss"
"http://opencontext.org/subjects/41de5d2a-6bde-4741-9ee9-00b0420549a3","false","SD 1817","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1199","http://opencontext.org/subjects/ff6397db-d59a-4b9f-b165-526eabe97280","41.88769363001645","12.719572712968672","-400","-50","Pottery","2017-06-04T23:43:13Z","2018-01-31T08:20:22Z","","Roman Republican; Roman Imperial","50","400","BC","BC","Black Gloss"
"http://opencontext.org/subjects/4b69e6b2-88ae-49ba-88f2-67ca66918e2a","false","SD 1240","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1232","http://opencontext.org/subjects/5f06f8da-6f0d-4ba7-94aa-e12518ef3ae7","41.887734398949114","12.719494205151307","-50","180","Pottery","2017-06-04T23:43:27Z","2018-01-31T08:24:43Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/51f37354-d853-4c72-88dd-cb271c855727","false","SD 1856","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1156","http://opencontext.org/subjects/8e5b9194-71f0-465b-a5f9-c9efe5e07fd8","41.88775300746025","12.719547065836569","-50","180","Pottery","2017-06-04T23:43:08Z","2018-01-31T08:31:31Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/cdc5cad9-53fa-4652-9ea9-ede4441f4d5f","false","SD 3688","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1384","http://opencontext.org/subjects/4919839f-17b6-4e2b-aad6-91a32044020f","41.887663003612595","12.719609315107887","-50","180","Pottery","2017-06-04T23:43:23Z","2018-01-31T08:17:47Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/d0059e42-ff4f-4ced-a055-ce5efe02377f","false","SD 1214","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1135","http://opencontext.org/subjects/4eaef030-e307-4513-83dc-25cdb203b52a","41.88770993312857","12.719540448627981","-50","180","Pottery","2017-06-04T23:42:23Z","2018-01-31T08:26:38Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/84d172b7-2864-44ad-a696-6cbcb2789221","false","SD 1041","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1177","http://opencontext.org/subjects/79e61335-cdcf-4f03-ada7-3e72b25c8e59","41.88769574159116","12.719563383383736","-40","80","Pottery","2017-06-04T23:43:06Z","2018-01-31T08:16:11Z","terra sigillata ware","Roman Republican; Roman Imperial","80","40","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/8aa6323e-02fb-4d92-bfc0-9e1974c40545","false","SD 284","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1306","http://opencontext.org/subjects/b3c35176-26a4-48a9-933f-5f75bd0aef5b","41.887803079635084","12.719541477216014","-50","180","Pottery","2017-06-04T23:42:21Z","2018-01-31T08:31:24Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/5923d82d-077f-4346-ad53-23c2962c0115","false","SD 513","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area F","Unit 5016","http://opencontext.org/subjects/92fe6064-ea37-4b00-a0fb-8ee9a92c25d8","41.88766461765268","12.719557258948585","-50","180","Pottery","2017-06-04T23:42:49Z","2018-01-31T08:29:14Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/0089a3a3-6e69-48d8-b5d5-be09dbd983bd","false","SD 127","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1401","http://opencontext.org/subjects/c4665d9d-dcf8-4a6a-b30b-83a51294f8c1","41.88765930307773","12.71958471545349","-50","180","Pottery","2017-06-04T23:42:33Z","2018-01-31T08:19:50Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/7585ed45-43fc-497d-809b-38de05d90ab3","false","SD 22","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1340","http://opencontext.org/subjects/c46f1540-29d8-402c-af90-24dca016e98b","41.887648490585335","12.719623373093444","-50","180","Pottery","2017-06-04T23:43:17Z","2018-01-31T08:15:37Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/4197effd-263d-4fee-a952-f80421cf7b94","false","SD 86","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1384","http://opencontext.org/subjects/4919839f-17b6-4e2b-aad6-91a32044020f","41.887663003612595","12.719609315107887","-50","180","Pottery","2017-06-04T23:43:24Z","2018-01-31T08:17:50Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/6014e7a2-1b61-4484-96c5-9ba8da380c11","false","SD 31","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1320","http://opencontext.org/subjects/0a680f58-7903-49db-8481-14dd33a43908","41.887670064319835","12.719599828489242","-50","180","Pottery","2017-06-04T23:43:09Z","2018-01-31T08:22:36Z","terra sigillata ware","Roman Republican; Roman Imperial","180","50","AD","BC","Terra Sigillata"
"http://opencontext.org/subjects/018ba1b6-0a47-46ce-a33d-7551b6fd8b63","false","SD 291","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1465","http://opencontext.org/subjects/8dca1b58-0bbd-4019-b7c8-9fe780dcd02d","41.88772311579104","12.719785702448181","-425","-350","Pottery","2017-06-04T23:43:08Z","2018-01-31T08:26:21Z","","Roman Republican; Roman Imperial","350","425","BC","BC","Internal Slip Ware"
"http://opencontext.org/subjects/690ed647-6287-411a-9431-2cc0bc94a1ff","false","SD 1042","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1177","http://opencontext.org/subjects/79e61335-cdcf-4f03-ada7-3e72b25c8e59","41.88769574159116","12.719563383383736","1","125","Pottery","2017-06-04T23:43:07Z","2018-01-31T08:16:11Z","lamps (lighting devices)","Roman Republican; Roman Imperial","125","0","AD","AD","Lamp"
"http://opencontext.org/subjects/2a72f3cd-c951-466f-9205-709c433482f1","false","SD 3674","The Gabii Project","http://opencontext.org/projects/3585b372-8d2d-436c-9a4c-b5c10fce3ccd","Italy","Gabii","Area B","Unit 1304","http://opencontext.org/subjects/e9f7831f-bdb8-4b53-abb5-9201d52a3f71","41.88778218440345","12.71960438555429","-675","-450","Pottery","2017-06-04T23:42:42Z","2018-01-31T08:24:18Z","bucchero ware","Roman Republican; Roman Imperial","450","675","BC","BC","Bucchero"
